,Time (ns),Energy(MeV),Detector ID,IsNeutron
142,789469.483692348,3.8238000000000003,1.0,1.0
143,790308.6301414904,1.20223,0.0,0.0
144,796266.3210972076,0.974787,2.0,0.0
145,815401.6928311925,0.67311,1.0,0.0
146,816595.0923561901,0.41950804999999997,0.0,0.0
147,817198.7347530397,0.943023,1.0,0.0
148,827200.5835980264,2.8133999999999997,0.0,1.0
149,829836.4238133337,0.713305,0.0,0.0
150,830293.3485153128,2.416671,1.0,0.0
151,834901.1012810075,0.48505,0.0,0.0
152,844213.6851026461,2.727529,2.0,1.0
153,850185.60971742,0.448972,2.0,0.0
154,860314.9738511464,0.837851,1.0,0.0
155,882478.4991896651,0.791496,1.0,0.0
156,890466.1184632947,1.8233374,1.0,0.0
157,900417.689924276,0.790444,2.0,0.0
158,904365.1370756881,0.768391,1.0,0.0
159,913413.609020328,0.969772,0.0,0.0
160,925541.9613528139,0.476696,2.0,0.0
161,925972.5123475139,2.41063,1.0,1.0
162,932299.1488098196,1.2432652,1.0,0.0
163,935138.3457537486,0.825429,1.0,0.0
164,936064.2290630287,1.05635,0.0,0.0
165,957133.0750604537,0.5129896,1.0,0.0
166,962576.7824759682,1.0286283,0.0,0.0
167,971888.6033816478,0.44771,0.0,0.0
168,972724.6683414298,4.72146,1.0,1.0
169,973012.0196746006,0.48930812999999995,1.0,0.0
170,977019.6425884303,7.67979,1.0,1.0
171,977159.331312492,1.788,3.0,0.0
172,992230.2047980333,0.7479,1.0,0.0
173,992495.3053217732,0.4792751,1.0,0.0
174,993240.0936606597,0.6393335099999999,1.0,0.0
175,1021714.6428811747,0.4094637,2.0,0.0
176,1033563.7874060925,4.7843808,2.0,1.0
177,1040479.5226813842,0.888739,3.0,0.0
178,1042325.1558332697,0.436291,2.0,0.0
179,1045030.2528824916,0.599478,0.0,0.0
180,1045030.2883644915,0.859688,3.0,0.0
181,1056315.646916032,2.63908,1.0,1.0
182,1065375.6083477947,2.87026,2.0,1.0
183,1086230.5301826368,0.6236435,0.0,0.0
184,1087342.6012157258,0.49675400000000003,0.0,0.0
185,1087342.6329597258,1.6749800000000001,2.0,0.0
186,1107530.7890136922,2.5178542800000003,1.0,1.0
187,1112225.3038910304,4.2037157999999994,0.0,1.0
188,1113021.9914670894,0.5674176000000001,0.0,0.0
189,1113022.0184990894,0.41134499999999996,1.0,0.0
190,1130885.356107004,0.6907687,0.0,0.0
191,1136997.3118228824,3.110809,0.0,1.0
192,1147521.929563933,1.18783,0.0,0.0
193,1147521.959437933,1.2267458,1.0,0.0
194,1147660.2006229472,3.10601,0.0,1.0
195,1166619.6783145054,1.18624,3.0,0.0
196,1168387.8952785041,3.66184,1.0,1.0
197,1175950.4135136902,0.983246,3.0,0.0
198,1182413.4732891517,2.1875970000000002,3.0,0.0
199,1184335.9043789417,1.38594,1.0,0.0
200,1184536.8896770978,3.819874,1.0,1.0
201,1189995.9091613456,1.08917,2.0,0.0
202,1192843.5525511533,0.8146846,1.0,0.0
203,1203513.5434927135,0.595153,0.0,0.0
204,1225629.0880836693,0.4405882,1.0,0.0
205,1229098.9514647475,0.71833588,0.0,0.0
206,1232530.5951185594,0.449946,1.0,0.0
207,1233693.8292274089,1.3208024999999999,1.0,0.0
208,1243058.929038295,0.462268,3.0,0.0
209,1250560.979848785,0.4184962,0.0,0.0
210,1253282.9370356116,2.04375,0.0,0.0
211,1253344.347908796,2.98999,0.0,1.0
212,1253906.3183708123,0.45229,1.0,0.0
213,1259009.3690345285,2.859587,1.0,1.0
214,1260580.8682095066,0.49221100000000007,0.0,0.0
215,1260825.3897881354,0.701967,0.0,0.0
216,1273838.4891934595,0.459157,0.0,0.0
217,1275110.1877877198,3.5740800000000004,3.0,0.0
218,1284708.121102392,2.061174,0.0,0.0
219,1292447.570545337,2.683098,3.0,1.0
220,1297970.8052272408,0.555392,2.0,0.0
221,1300867.764162042,0.620643,0.0,0.0
222,1306120.0288564223,2.8973110899999996,1.0,1.0
223,1308108.6380823047,0.514935,1.0,0.0
224,1309877.5423710498,0.6216666700000001,0.0,0.0
225,1329975.1421254396,0.806457,1.0,0.0
226,1375390.0842533212,3.32441,0.0,1.0
227,1375391.145913321,6.071416000000001,0.0,1.0
228,1383143.7588844202,0.5388913,3.0,0.0
229,1386863.5960544809,0.794271,0.0,0.0
230,1390650.5580750688,1.27684,3.0,0.0
231,1391754.5876169854,1.17893,1.0,0.0
232,1397390.5038901388,0.48835981,1.0,0.0
233,1399059.1337133346,3.38242,0.0,1.0
234,1410333.5736409912,6.2253300000000005,0.0,1.0
235,1426814.3166649533,0.999622,2.0,0.0
236,1432042.5980808467,0.742436,0.0,0.0
237,1432042.6157858467,0.860241,2.0,0.0
238,1437192.3492021898,1.88659,0.0,0.0
239,1452893.3340293753,4.92361,1.0,1.0
240,1454135.984260853,3.0883,3.0,1.0
241,1456185.737035352,4.2625225,1.0,1.0
242,1464194.3083658367,1.93656,1.0,0.0
243,1466612.1793197293,0.6946307999999999,0.0,0.0
244,1469059.2586939465,0.493538,3.0,0.0
245,1469061.7920579463,2.4023794,3.0,1.0
246,1470276.364446213,0.4805,1.0,0.0
247,1473953.4672095052,2.211177,0.0,0.0
248,1475845.7167945313,0.440246,1.0,0.0
249,1488330.8125336985,0.725543,0.0,0.0
250,1489256.8563803206,1.11358,1.0,0.0
251,1496567.69681616,1.18908,1.0,0.0
252,1507561.7273571782,0.465451,1.0,0.0
253,1507561.7500331784,0.508267,3.0,0.0
254,1510590.1314185362,0.768131,0.0,0.0
255,1516244.3174207374,0.951053,1.0,0.0
256,1522507.1765077682,1.473789,3.0,0.0
257,1532379.7367622878,0.44441300000000006,1.0,0.0
258,1532933.006885717,0.627847,1.0,0.0
259,1533189.3198853766,0.55422,0.0,0.0
260,1538798.3757750976,0.462964,0.0,0.0
261,1549282.207133215,1.1574659,1.0,0.0
262,1555422.0150024507,1.1209909,0.0,0.0
263,1563945.8367849605,0.8458758000000001,2.0,0.0
264,1564682.780261747,1.60397,0.0,0.0
265,1565970.282454271,0.526154,0.0,0.0
266,1590481.7237517275,1.215901,1.0,0.0
267,1597679.2053417172,0.6878256,2.0,0.0
268,1601415.26432608,0.489068,2.0,0.0
269,1611578.0259054922,1.39117,0.0,0.0
270,1616851.8994008112,0.43578019999999995,3.0,0.0
271,1620130.1375993064,1.00883,3.0,0.0
273,1620441.9990229257,1.968913,1.0,0.0
272,1620442.0023349258,0.521226,0.0,0.0
274,1625136.547007591,0.84591,1.0,0.0
275,1630555.8309757886,0.5971850000000001,2.0,0.0
276,1637966.4254419408,0.50091,1.0,0.0
277,1638232.0477667002,2.51718,0.0,1.0
278,1649738.9300930162,0.43364977,1.0,0.0
279,1653175.5108049859,1.87275,0.0,0.0
280,1654124.4845935288,3.0923540000000003,1.0,1.0
281,1655543.2403818057,2.3743144000000003,0.0,0.0
282,1655713.213557537,2.65433,0.0,1.0
283,1657322.0150314057,1.49135,0.0,0.0
284,1684064.8150494986,1.47045,1.0,0.0
285,1692295.7678105496,0.6279058,1.0,0.0
286,1695129.298697021,3.60554,1.0,0.0
287,1708141.3161478546,2.495048,0.0,1.0
288,1714438.9907035488,0.703321,1.0,0.0
289,1729172.3775574702,4.737379,1.0,1.0
290,1732955.3570727278,3.86705,0.0,1.0
291,1750862.1593900248,1.4342,1.0,0.0
292,1750862.1946740246,1.71618,3.0,0.0
293,1751972.3396609805,0.7542663000000001,1.0,0.0
294,1761190.8219042607,0.775464,3.0,0.0
295,1782968.860267933,1.7745700000000002,0.0,0.0
296,1782968.8652989331,0.898415,1.0,0.0
297,1785161.5044824851,0.863231,2.0,0.0
298,1792360.9776168477,5.16926,1.0,1.0
299,1793000.410843933,0.458572,1.0,0.0
300,1793416.8694094492,0.486941,2.0,0.0
301,1795769.6839261455,0.593559,1.0,0.0
302,1812779.9929867473,0.5232330000000001,1.0,0.0
303,1819394.1165642822,0.7706655000000001,1.0,0.0
304,1819395.5116762824,5.245118000000001,0.0,1.0
305,1819550.5350131919,0.4691281,0.0,0.0
306,1828630.3248008036,0.420327,2.0,0.0
307,1832701.855929361,3.45815,3.0,1.0
308,1835617.6500383571,0.578305,0.0,0.0
309,1837609.7224109825,0.973957,1.0,0.0
310,1838433.8183717513,0.417885,0.0,0.0
311,1844422.513257935,0.6151632,0.0,0.0
312,1844422.548077935,0.7392033,1.0,0.0
313,1846018.494422814,0.544748,0.0,0.0
314,1855745.4736495928,0.792981,0.0,0.0
315,1877995.3027133066,0.96988144,3.0,0.0
316,1883418.315364766,0.48384499999999997,1.0,0.0
317,1886787.62875982,0.50212453,1.0,0.0
318,1887711.29288613,0.473275,1.0,0.0
319,1892065.7335153215,0.594542,0.0,0.0
320,1896568.4408434934,3.658007,1.0,1.0
321,1899227.6390286996,0.431337,2.0,0.0
322,1920858.7227691526,0.478388,3.0,0.0
323,1922715.4664801185,2.9862729999999997,0.0,1.0
324,1922884.1601990203,0.597845,1.0,0.0
325,1931636.6163093187,0.561673,0.0,0.0
326,1933794.8247636028,3.3415109999999997,0.0,1.0
327,1940129.0737775755,6.55889887,1.0,0.0
328,1945784.1673791897,5.600094089,0.0,1.0
329,1947596.2953943394,9.58451,1.0,1.0
330,1968884.8135096477,0.595213,1.0,0.0
331,1972632.9441270346,0.494564,0.0,0.0
333,1975531.9326183223,0.599825,1.0,0.0
332,1975531.9420413226,1.13403,0.0,0.0
334,1979486.3856070293,1.00241,0.0,0.0
335,1980792.0958652606,0.6248153,0.0,0.0
336,1982227.9911739714,3.3517099999999997,1.0,1.0
337,1991745.2049209063,0.490848,0.0,0.0
338,2003276.314920385,0.638489,3.0,0.0
339,2007937.5288709223,0.614599,3.0,0.0
340,2010649.8392266906,0.600292,2.0,0.0
341,2023872.691033376,0.418341,0.0,0.0
342,2064624.7310550946,0.4862342,0.0,0.0
343,2071153.6860879366,0.927743,1.0,0.0
344,2073805.62908344,0.605832,3.0,0.0
345,2086684.937708992,2.60859,3.0,0.0
346,2102600.355553252,2.2294169999999998,1.0,0.0
347,2105684.0950613897,0.406357,1.0,0.0
348,2107993.266169782,0.66875,1.0,0.0
349,2121177.414656923,1.27937,0.0,0.0
350,2121997.3749966207,1.12019585,1.0,0.0
351,2121997.3991976203,0.712121,2.0,0.0
352,2135059.762292086,1.0571519,0.0,0.0
353,2139231.511919665,0.449962,2.0,0.0
354,2140257.5274646,3.03101,1.0,1.0
355,2140711.013529792,3.13361,0.0,1.0
356,2153477.62748686,0.471835,0.0,0.0
357,2167175.6872651153,2.50242,2.0,0.0
358,2168447.742010271,0.686082,2.0,0.0
359,2168449.058116271,4.3866,1.0,1.0
360,2177435.4765716763,2.58015,0.0,1.0
361,2182083.901990037,0.732335,1.0,0.0
362,2182698.9885255974,0.799785,1.0,0.0
363,2202595.514451388,0.528964,3.0,0.0
364,2204468.104496035,0.415231,3.0,0.0
365,2209425.49863932,3.2168932,1.0,1.0
366,2220790.3620639974,3.3443556,3.0,1.0
367,2224226.886406809,0.521623,0.0,0.0
368,2228247.0351188276,0.6200673,3.0,0.0
369,2228249.067584828,2.96696,0.0,1.0
370,2234912.672555131,4.218185,0.0,1.0
371,2239856.7596771843,0.629099,3.0,0.0
372,2242702.392938027,0.51939,3.0,0.0
373,2247463.5575578264,2.219483,0.0,0.0
374,2249529.367452329,0.416664,0.0,0.0
375,2264728.2887492473,3.65249,1.0,1.0
376,2271406.276555491,0.7426280000000001,2.0,0.0
377,2278200.6705470625,1.3612320000000002,1.0,0.0
378,2279127.707306189,0.44297,1.0,0.0
379,2284201.134901876,0.41210749999999996,0.0,0.0
380,2291502.595361815,0.43916163999999996,0.0,0.0
381,2295107.4853858794,3.46962,1.0,1.0
382,2299572.944704123,0.46203,0.0,0.0
383,2302223.2720908397,3.44462,2.0,1.0
384,2306267.8826528946,0.55461,1.0,0.0
385,2306693.8723791717,0.47422699999999995,3.0,0.0
386,2314298.257014826,0.4063652,0.0,0.0
387,2324963.3695083805,0.88911161,0.0,0.0
388,2328346.3519795225,2.91942,0.0,0.0
389,2328346.3758065226,2.00839,2.0,0.0
390,2337329.833616163,0.6102767,0.0,0.0
391,2338401.369557214,0.412181,2.0,0.0
392,2338401.3733452135,0.578398,3.0,0.0
393,2339225.223019422,0.437565,0.0,0.0
394,2346972.129637947,0.644639,0.0,0.0
395,2356460.8443203107,3.67443,1.0,1.0
396,2369895.9973335825,0.5016526,0.0,0.0
397,2371658.0061127436,1.4122009,1.0,0.0
398,2379373.4082054235,0.4652775,0.0,0.0
399,2384453.2308996506,2.6251260000000003,0.0,1.0
400,2385169.9343544026,0.6995662400000001,1.0,0.0
401,2399634.05648019,0.430146,1.0,0.0
402,2408663.4031429184,4.088456,1.0,1.0
403,2408815.578434801,0.584169,2.0,0.0
404,2413140.745097064,0.788546,3.0,0.0
405,2424677.805302279,0.7237537,1.0,0.0
406,2433997.3119337386,0.783811,0.0,0.0
407,2434198.751944346,0.5282316,2.0,0.0
408,2441061.064504912,0.70379,2.0,0.0
409,2441201.2618157775,0.406799,0.0,0.0
410,2447845.644607168,0.6832631,2.0,0.0
411,2460325.688089154,0.501579,1.0,0.0
412,2461943.631407246,0.721652,0.0,0.0
413,2471669.721130177,0.41596,1.0,0.0
414,2488161.5264782915,0.674292,2.0,0.0
415,2490234.661640206,0.50242051,0.0,0.0
416,2491332.633384252,0.47613590999999994,0.0,0.0
417,2501295.591404244,0.523497,1.0,0.0
418,2519234.900331816,1.1622,1.0,0.0
419,2524355.8372663693,0.78125832,0.0,0.0
420,2534179.0327784144,0.6579102,0.0,0.0
421,2549982.922322989,0.468438,1.0,0.0
422,2555609.41158033,0.75412,1.0,0.0
423,2558399.5262351576,0.764686,1.0,0.0
424,2559230.1563539747,0.765311,0.0,0.0
425,2559230.1633149744,0.497122,1.0,0.0
426,2563121.591169336,0.6159821999999999,0.0,0.0
427,2567103.1352741504,1.813816,1.0,0.0
428,2568771.444371699,1.571365,0.0,0.0
429,2570661.5075691175,2.57943,2.0,0.0
430,2572796.7270733323,1.1582,3.0,0.0
431,2572892.3545973706,2.43687,1.0,1.0
432,2573214.7907499075,1.212002,0.0,0.0
433,2585395.6833345653,0.929475,1.0,0.0
434,2595593.7426853017,0.4072369,3.0,0.0
435,2600429.0261733388,3.99362,1.0,1.0
436,2601077.970284762,3.032669,1.0,1.0
437,2602477.3349193023,0.61131,0.0,0.0
438,2604631.747338009,3.73138,3.0,1.0
439,2605627.4463033937,0.460401,0.0,0.0
440,2608663.696706718,2.6841,1.0,1.0
441,2619896.2373408745,1.5121289999999998,1.0,0.0
442,2623475.413495707,3.70707,0.0,1.0
443,2625982.426150434,1.62095,3.0,0.0
444,2629700.373160615,1.84639,0.0,0.0
445,2639402.7779304697,1.40055,0.0,0.0
446,2646894.9101818204,1.8092111,0.0,0.0
447,2647188.4323718096,0.41592650000000003,0.0,0.0
448,2648618.5584467323,3.451,3.0,1.0
449,2653539.2456095577,2.04946,3.0,0.0
450,2653954.1265500356,0.42263300000000004,1.0,0.0
451,2668645.2714957986,1.29497,0.0,0.0
452,2668645.308271799,1.10766,3.0,0.0
453,2668702.909893286,1.70827,3.0,0.0
454,2674929.410681625,1.15618,3.0,0.0
455,2687711.5568612684,2.6251601,0.0,1.0
456,2688467.3989103255,3.39249,0.0,1.0
457,2690785.278839853,3.0744000000000002,1.0,1.0
458,2692929.9426974114,1.13559,0.0,0.0
459,2693663.212981062,1.53683,3.0,0.0
460,2699248.4446590883,1.0434714999999999,1.0,0.0
461,2700421.775142163,1.2275589999999998,1.0,0.0
462,2700423.561125163,2.726889,0.0,1.0
463,2706991.067040949,0.511512,2.0,0.0
464,2707289.9390265737,0.824201,2.0,0.0
465,2717164.6782044815,0.4885366,2.0,0.0
466,2720662.99468551,4.446628,0.0,1.0
467,2733293.8128126543,0.672281,1.0,0.0
468,2734131.2975656567,0.60492906,1.0,0.0
469,2738676.412583406,5.41098,0.0,1.0
470,2738677.985243406,2.99981,2.0,1.0
471,2744294.530824202,3.597879,3.0,1.0
472,2755976.8871259503,0.6061541,0.0,0.0
473,2762855.1981193554,0.415197,0.0,0.0
474,2762855.224381355,3.37688,2.0,0.0
475,2762857.624664355,2.4846760000000003,2.0,1.0
476,2764785.109501034,1.25836,2.0,0.0
477,2765998.549502109,3.290385,2.0,1.0
478,2771620.766468364,0.432441,1.0,0.0
479,2782145.2313738856,0.608031,3.0,0.0
480,2787960.081202299,1.45838,1.0,0.0
481,2797667.0283023915,1.6436810000000002,1.0,0.0
482,2797667.0795103917,1.35815,3.0,0.0
483,2798275.594647766,0.41348976,1.0,0.0
484,2800866.693524238,2.6485469999999998,1.0,1.0
485,2808624.0903891935,2.4482999999999997,0.0,1.0
486,2818082.4819969838,2.4139264,0.0,1.0
487,2827286.126430995,1.4463912,1.0,0.0
488,2829064.2421073816,1.852509,0.0,0.0
489,2829447.5856806715,0.496914,3.0,0.0
490,2830804.01662495,2.5666737499999996,2.0,1.0
491,2834308.8479637173,0.614208,1.0,0.0
492,2838646.6908795224,0.4559559,0.0,0.0
493,2844984.4463894744,0.528672,0.0,0.0
494,2844984.4530184744,0.673635,1.0,0.0
495,2846195.5825467845,1.41219,3.0,0.0
496,2846196.6384107843,7.3952100000000005,1.0,1.0
497,2857160.1908699647,0.435014,0.0,0.0
498,2870109.670905959,0.573808,0.0,0.0
499,2871228.445842498,0.61224,2.0,0.0
500,2872140.392879876,0.44253022,1.0,0.0
501,2872140.4476088756,2.37059,3.0,0.0
502,2882273.7824226078,1.30303,0.0,0.0
503,2882274.807615608,6.241678,0.0,1.0
504,2882596.01446761,2.68082,0.0,1.0
505,2891141.5585104614,0.467392,0.0,0.0
506,2898070.793543154,0.820564,3.0,0.0
507,2898345.437222544,0.880681,0.0,0.0
508,2900443.449583507,2.7341879999999996,0.0,1.0
509,2904506.703146971,0.43359618000000005,0.0,0.0
510,2911706.6911348677,0.428254,1.0,0.0
511,2923587.2479615165,1.2171303,1.0,0.0
512,2923644.4289905042,0.78708,0.0,0.0
513,2926708.82034683,0.5668935,1.0,0.0
514,2928537.7752504577,3.2928,0.0,1.0
515,2928929.8643168714,0.9447938,0.0,0.0
516,2933219.835088331,0.47828679,0.0,0.0
517,2937244.145413705,0.772711,1.0,0.0
518,2940578.1895124153,3.98011,0.0,1.0
520,2950398.8606532253,0.84227,2.0,0.0
519,2950398.8641862255,0.701075,0.0,0.0
521,2955302.9926327886,0.60753,0.0,0.0
522,2961401.9669541647,0.6099024,0.0,0.0
523,2981379.2008124865,4.19684,1.0,1.0
524,2981826.468025077,1.3673902999999998,0.0,0.0
525,2986625.452896234,4.262054,2.0,1.0
526,2990286.680162049,2.187219,0.0,0.0
527,2994387.3760174424,1.09006,1.0,0.0
528,2996189.925792393,0.426004,1.0,0.0
529,2996524.1380463243,0.634905,0.0,0.0
530,3001465.9971139207,1.4752720000000001,2.0,0.0
531,3004534.3465608153,0.48623310000000003,1.0,0.0
532,3015202.0088892975,0.407131,1.0,0.0
533,3015474.6407020786,0.793795,2.0,0.0
534,3016635.330110237,4.000748000000001,1.0,1.0
535,3025762.2750373636,6.94347,0.0,1.0
536,3031359.0430512778,4.16336,1.0,1.0
537,3053803.6050698054,1.552605,1.0,0.0
538,3054474.5008270754,2.5256269999999996,1.0,0.0
539,3057630.1489178664,2.512066,1.0,1.0
540,3061596.1286377753,1.4552859000000002,1.0,0.0
541,3062925.948479341,0.559911,0.0,0.0
542,3068122.043657674,1.043707,1.0,0.0
543,3070575.702680254,0.786844,1.0,0.0
544,3071358.8009114047,0.891475,1.0,0.0
545,3076439.05325595,1.88637,0.0,0.0
546,3078160.5370858666,0.998735,1.0,0.0
547,3081234.4560711235,2.86209,1.0,1.0
548,3085844.3460961063,1.9562462999999999,2.0,0.0
549,3089820.791101935,0.888707,3.0,0.0
550,3089854.4787088125,3.31173,3.0,1.0
551,3095172.8253390137,0.60217,0.0,0.0
552,3103283.65282894,0.955094,0.0,0.0
553,3104878.6795361643,0.444913,0.0,0.0
554,3109142.2502867663,0.9393469999999999,0.0,0.0
555,3129251.526274213,0.849132,1.0,0.0
556,3131108.479062538,3.65662,2.0,1.0
557,3136366.2460874445,0.470604,0.0,0.0
558,3139247.8206368964,0.567163,0.0,0.0
559,3148045.3358427784,1.37055,0.0,0.0
560,3152237.023393452,0.492721,1.0,0.0
561,3156577.0290871826,4.06286,0.0,1.0
562,3170581.201859849,0.776755,2.0,0.0
563,3178484.846771795,0.470697,1.0,0.0
564,3179542.289802074,1.177358278,1.0,0.0
565,3180379.896506243,1.82893,0.0,0.0
566,3186709.209752391,0.532926,0.0,0.0
567,3189667.1841478236,3.15284,0.0,1.0
568,3197951.8022155836,0.478242,3.0,0.0
569,3201560.2691531917,0.6119351000000001,1.0,0.0
570,3210313.7826226396,0.752263,0.0,0.0
571,3213710.9713154077,1.61029,0.0,0.0
572,3219097.9765199185,3.39904,1.0,0.0
573,3227955.3976727077,0.647481,0.0,0.0
574,3232713.7268463173,0.4428892,3.0,0.0
