,Time (ns),Energy(MeV),Detector ID,IsNeutron
360,2271904636.731841176,2.1808900000000002173,0.0,1.0
361,2280623470.0997789488,2.5153287010000000556,0.0,1.0
362,2281347399.8855018364,1.794924799999999987,0.0,1.0
363,2293964177.448867048,1.4704500000000000348,1.0,0.0
364,2297387620.074836434,0.6279057999999999584,1.0,0.0
365,2297521378.7962140976,3.6055399999999999672,1.0,0.0
366,2323209783.657078642,2.4950480000000001546,0.0,1.0
367,2338246656.2016515078,0.70332099999999997397,1.0,0.0
368,2350101085.2136605678,4.8632429999999997605,1.0,1.0
369,2363472155.4916171548,3.8670499999999998764,0.0,1.0
370,2365852891.5965395535,2.5278318280000000584,0.0,1.0
371,2388634948.0821924552,1.4341999999999999194,1.0,0.0
372,2388634948.117476231,1.7161800000000000388,3.0,0.0
373,2389610586.2125192054,0.75426630000000005616,1.0,0.0
374,2406650600.7473629224,0.77546400000000004216,3.0,0.0
375,2423950674.3255017085,2.5337480889999999256,1.0,1.0
376,2435248955.862078013,2.4636402669999992732,1.0,1.0
377,2449055262.356473417,1.7745700000000002028,0.0,0.0
378,2449055262.3615045035,0.8984149999999999636,1.0,0.0
379,2449055265.2459616212,2.108290489999999906,0.0,1.0
380,2449912986.6310078718,0.86323099999999997056,2.0,0.0
381,2452755536.2368933524,1.7515114140000003218,0.0,1.0
382,2455902765.2266327557,5.16926000000000041,1.0,1.0
383,2456448459.156643782,0.45857199999999997964,1.0,0.0
384,2457794905.2878360625,0.48694100000000001272,2.0,0.0
385,2462824467.855393884,0.59355899999999994776,1.0,0.0
386,2462824470.263510701,1.7061598540000002533,1.0,1.0
387,2464753024.9169293803,1.9278420000000000556,1.0,1.0
388,2464753025.445659329,1.6489899999999999558,3.0,1.0
389,2474581939.020661814,1.8840790000000000592,1.0,1.0
390,2475064936.6678452168,0.52323300000000005916,1.0,0.0
391,2482863059.6190612856,2.031070000000000153,1.0,1.0
392,2486347628.7667736209,0.77066550000000011433,1.0,0.0
393,2486347630.1618856469,5.2472092200000002293,0.0,1.0
394,2489048248.3175055962,0.46912809999999999233,0.0,0.0
395,2503432014.4438546584,0.42032700000000000617,2.0,0.0
396,2515289286.1859510455,1.6741286599999998241,0.0,1.0
397,2517248964.420226276,3.4581499999999998352,3.0,1.0
398,2523823334.7324823264,0.57830499999999995797,0.0,0.0
399,2531523603.4106578522,0.97395699999999996166,1.0,0.0
400,2532412478.4153814183,0.41788500000000000645,0.0,0.0
401,2545331211.6873147986,0.6151632000000000211,0.0,0.0
402,2545331211.7221345012,0.7392033000000000076,1.0,0.0
403,2552200373.7441978366,0.54474800000000001,0.0,0.0
404,2562735087.83336057,0.79298100000000004695,0.0,0.0
405,2565573274.2256542877,2.3658452949999997372,0.0,1.0
406,2577318220.39399594,0.96988143999999998357,3.0,0.0
407,2585768100.1941417165,2.1226500000000001478,0.0,1.0
408,2586347470.857825126,0.48384499999999996955,1.0,0.0
409,2593171426.3168679224,0.50212453000000001335,1.0,0.0
410,2606098808.6353260584,0.47327500000000000124,1.0,0.0
411,2612246457.999316984,0.5945420000000000149,0.0,0.0
412,2621182017.5604931826,3.6580070000000000086,1.0,1.0
413,2627030174.7569622109,0.43133700000000002595,2.0,0.0
414,2637258889.6022168824,2.2487279999999998381,0.0,1.0
415,2637876978.5348863408,2.2890570000000001194,0.0,1.0
416,2650990758.7519681016,0.47838799999999997992,3.0,0.0
417,2657581300.621222997,2.9862729999999997332,0.0,1.0
418,2661538789.1997648317,0.5978449999999999598,1.0,0.0
419,2670659803.6193782697,0.56167299999999997784,0.0,0.0
420,2675376373.6602964585,3.7942327279999994438,0.0,1.0
421,2679602030.8240069419,2.773686220000000091,0.0,1.0
422,2686133923.1855305699,6.5588988700000001586,1.0,0.0
423,2689377296.454843691,5.6571090889999995355,0.0,1.0
424,2690752255.8859717776,9.680109599999999759,1.0,1.0
425,2698409841.9688913317,2.0633699999999999264,0.0,1.0
426,2702219899.0522254824,0.5952129999999999921,1.0,0.0
427,2715170587.9984562309,0.4945640000000000036,0.0,0.0
429,2717487406.3064695662,0.5998250000000000526,1.0,0.0
428,2717487406.315892251,1.1340300000000000935,0.0,0.0
430,2719193674.8797158608,1.0024100000000000232,0.0,0.0
431,2724553715.6020116499,0.6248152999999999624,0.0,0.0
432,2726988021.3760275822,3.351709999999999745,1.0,1.0
433,2730705184.7640884113,0.49084800000000000653,0.0,0.0
434,2744974376.461013943,0.63848899999999997323,3.0,0.0
435,2746723561.0561244742,0.6145990000000000064,3.0,0.0
436,2746723563.0283712845,2.3557357480000002958,0.0,1.0
437,2748660461.7119034799,0.6002920000000000478,2.0,0.0
438,2755298304.7621584234,0.4183410000000000184,0.0,0.0
439,2767411409.7043722714,2.1219999999999998863,3.0,1.0
440,2771670761.9215656954,1.78133000000000008,0.0,1.0
441,2791289113.5449973135,0.4862342000000000053,0.0,0.0
442,2791289115.4830483664,2.59365342500000029,0.0,1.0
443,2807030170.4794826668,0.92774299999999998434,1.0,0.0
444,2817983703.6523367467,0.60583200000000003715,3.0,0.0
445,2821255860.2786192985,2.6085899999999999643,3.0,0.0
446,2848190316.1634343213,2.22941699999999976,1.0,0.0
447,2848190317.7547520655,1.6800200000000000689,1.0,1.0
448,2850941320.8844747168,0.40635700000000002374,1.0,0.0
449,2856316690.9313801867,0.6687499999999999556,1.0,0.0
450,2866301669.7913699104,1.2793699999999998962,0.0,0.0
451,2868344142.0567139525,1.120195849999999993,1.0,0.0
452,2868344142.0809145938,0.712121000000000004,2.0,0.0
453,2872523688.4065954434,2.28512000000000004,2.0,1.0
454,2884491625.2950576486,1.0571519000000000332,0.0,0.0
455,2890415398.6970935187,0.4499619999999999731,2.0,0.0
456,2896884415.2683641547,3.031010000000000204,1.0,1.0
457,2899135925.2975636984,3.1336100000000000065,0.0,1.0
458,2902740936.0630880287,0.4718350000000000044,0.0,0.0
459,2919392374.8104722016,2.5024199999999998667,2.0,0.0
460,2928917199.0781794896,0.68608199999999996965,2.0,0.0
461,2928917200.3942853806,4.3865999999999996106,1.0,1.0
462,2937323453.056076339,2.5801500000000001656,0.0,1.0
463,2951504243.262728533,0.7323349999999999582,1.0,0.0
464,2962898448.0061699713,0.79978499999999996817,1.0,0.0
465,2962898450.1261728113,2.0512393200000000881,0.0,1.0
466,2963325373.2870308284,1.6271199999999998997,0.0,1.0
467,2991138571.8998135808,0.52896399999999998975,3.0,0.0
468,2992145595.190657481,0.41523100000000001675,3.0,0.0
469,2996267728.3533993843,3.2168931999999998972,1.0,1.0
470,3003237420.2559424248,3.4616296000000001953,3.0,1.0
471,3009484186.4041095292,0.5216229999999999478,0.0,0.0
472,3013922202.1070786184,0.6200672999999999879,3.0,0.0
473,3013922204.1395448137,2.9669599999999998197,0.0,1.0
